period,year,taxa,place,station,fail,succ,lat,mic
4,2019,Myotis sp.,HUS3,Huso,347,91,60.27874333,2
4,2019,Myotis sp.,HYY2,Hyytiala,346,33,61.84478167,1
4,2019,Myotis sp.,HYY3,Hyytiala,298,81,61.84478167,1
4,2019,Myotis sp.,KON1,Konnevesi,340,5,62.61605,1
4,2019,Myotis sp.,KON2,Konnevesi,327,18,62.61605,1
4,2019,Myotis sp.,LAM1,Lammi,277,135,61.05408333,1
4,2019,Myotis sp.,LAM2,Lammi,397,15,61.05408333,1
4,2019,Myotis sp.,OYO1,Oulu,178,0,65.05938167,1
4,2019,Myotis sp.,OYO3,Oulu,178,0,65.05938167,1
4,2019,Myotis sp.,SEI2,Seili,115,136,60.23959333,1
4,2019,Myotis sp.,SEI3,Seili,70,57,60.23959333,1
4,2019,Myotis sp.,TVA2,Tvarminne,222,228,59.84394167,1
4,2019,Myotis sp.,TVA3,Tvarminne,244,78,59.84394167,1
4,2019,P. nathusii,HUS1,Huso,382,56,60.27874333,2
4,2019,P. nathusii,HUS3,Huso,325,113,60.27874333,2
4,2019,P. nathusii,HYY2,Hyytiala,379,0,61.84478167,1
4,2019,P. nathusii,HYY3,Hyytiala,379,0,61.84478167,1
4,2019,P. nathusii,KON1,Konnevesi,345,0,62.61605,1
4,2019,P. nathusii,KON2,Konnevesi,345,0,62.61605,1
4,2019,P. nathusii,LAM1,Lammi,412,0,61.05408333,1
4,2019,P. nathusii,LAM2,Lammi,412,0,61.05408333,1
4,2019,P. nathusii,OYO1,Oulu,178,0,65.05938167,1
4,2019,P. nathusii,OYO3,Oulu,178,0,65.05938167,1
4,2019,P. nathusii,SEI2,Seili,251,0,60.23959333,1
4,2019,P. nathusii,SEI3,Seili,110,17,60.23959333,1
4,2019,P. nathusii,TVA2,Tvarminne,408,42,59.84394167,1
4,2019,P. nathusii,TVA3,Tvarminne,308,14,59.84394167,1
4,2020,E. nilssonii,HYY2,Hyytiala,361,18,61.84478167,1
4,2020,E. nilssonii,KON1,Konnevesi,345,1,62.61605,1
4,2020,E. nilssonii,KON2,Konnevesi,253,93,62.61605,1
4,2020,E. nilssonii,LAM1,Lammi,209,202,61.05408333,1
4,2020,E. nilssonii,LAM2,Lammi,246,165,61.05408333,1
4,2020,E. nilssonii,OYO3,Oulu,177,0,65.05938167,1
4,2020,E. nilssonii,SEI2,Seili,374,0,60.23959333,1
4,2020,E. nilssonii,SEI3,Seili,178,227,60.23959333,1
4,2020,E. nilssonii,TVA2,Tvarminne,375,75,59.84394167,1
4,2020,E. nilssonii,TVA3,Tvarminne,276,174,59.84394167,1
4,2020,Myotis sp.,HYY2,Hyytiala,338,41,61.84478167,1
4,2020,Myotis sp.,KON1,Konnevesi,346,0,62.61605,1
4,2020,Myotis sp.,KON2,Konnevesi,332,14,62.61605,1
4,2020,Myotis sp.,LAM1,Lammi,232,179,61.05408333,1
4,2020,Myotis sp.,LAM2,Lammi,394,17,61.05408333,1
4,2020,Myotis sp.,OYO3,Oulu,177,0,65.05938167,1
4,2020,Myotis sp.,SEI2,Seili,105,269,60.23959333,1
4,2020,Myotis sp.,SEI3,Seili,175,230,60.23959333,1
4,2020,Myotis sp.,TVA2,Tvarminne,279,171,59.84394167,1
4,2020,Myotis sp.,TVA3,Tvarminne,296,154,59.84394167,1
4,2020,P. nathusii,HYY2,Hyytiala,379,0,61.84478167,1
4,2020,P. nathusii,KON1,Konnevesi,346,0,62.61605,1
4,2020,P. nathusii,KON2,Konnevesi,346,0,62.61605,1
4,2020,P. nathusii,LAM1,Lammi,411,0,61.05408333,1
4,2020,P. nathusii,LAM2,Lammi,411,0,61.05408333,1
4,2020,P. nathusii,OYO3,Oulu,177,0,65.05938167,1
4,2020,P. nathusii,SEI2,Seili,374,0,60.23959333,1
4,2020,P. nathusii,SEI3,Seili,368,37,60.23959333,1
4,2020,P. nathusii,TVA2,Tvarminne,429,21,59.84394167,1
4,2020,P. nathusii,TVA3,Tvarminne,423,27,59.84394167,1
4,2021,E. nilssonii,HUS2,Huso,112,198,60.27874333,2
4,2021,E. nilssonii,HYY2,Hyytiala,350,29,61.84478167,1
4,2021,E. nilssonii,HYY3,Hyytiala,324,55,61.84478167,1
4,2021,E. nilssonii,KON1,Konnevesi,338,8,62.61605,1
4,2021,E. nilssonii,KON2,Konnevesi,221,125,62.61605,1
4,2021,E. nilssonii,LAM1,Lammi,273,138,61.05408333,1
4,2021,E. nilssonii,LAM2,Lammi,236,175,61.05408333,1
4,2021,E. nilssonii,SEI2,Seili,52,72,60.23959333,1
4,2021,E. nilssonii,SEI3,Seili,122,2,60.23959333,1
4,2021,E. nilssonii,TVA2,Tvarminne,354,96,59.84394167,1
4,2021,E. nilssonii,TVA3,Tvarminne,314,136,59.84394167,1
4,2021,Myotis sp.,HUS2,Huso,218,92,60.27874333,2
4,2021,Myotis sp.,HYY2,Hyytiala,357,22,61.84478167,1
4,2021,Myotis sp.,HYY3,Hyytiala,328,51,61.84478167,1
4,2021,Myotis sp.,KON1,Konnevesi,333,13,62.61605,1
4,2021,Myotis sp.,KON2,Konnevesi,312,34,62.61605,1
4,2021,Myotis sp.,LAM1,Lammi,263,148,61.05408333,1
4,2021,Myotis sp.,LAM2,Lammi,395,16,61.05408333,1
4,2021,Myotis sp.,SEI2,Seili,58,66,60.23959333,1
4,2021,Myotis sp.,SEI3,Seili,48,76,60.23959333,1
4,2021,Myotis sp.,TVA2,Tvarminne,237,213,59.84394167,1
4,2021,Myotis sp.,TVA3,Tvarminne,314,136,59.84394167,1
4,2021,P. nathusii,HUS2,Huso,227,83,60.27874333,2
4,2021,P. nathusii,HYY2,Hyytiala,379,0,61.84478167,1
4,2021,P. nathusii,HYY3,Hyytiala,379,0,61.84478167,1
4,2021,P. nathusii,KON1,Konnevesi,346,0,62.61605,1
4,2021,P. nathusii,KON2,Konnevesi,346,0,62.61605,1
4,2021,P. nathusii,LAM1,Lammi,411,0,61.05408333,1
4,2021,P. nathusii,LAM2,Lammi,411,0,61.05408333,1
4,2021,P. nathusii,SEI2,Seili,118,6,60.23959333,1
4,2021,P. nathusii,SEI3,Seili,124,0,60.23959333,1
4,2021,P. nathusii,TVA2,Tvarminne,378,72,59.84394167,1
4,2021,P. nathusii,TVA3,Tvarminne,429,21,59.84394167,1
5,2015,E. nilssonii,HUS1,Huso,187,267,60.27874333,1
5,2015,E. nilssonii,HUS2,Huso,305,25,60.27874333,1
5,2015,E. nilssonii,HUS3,Huso,316,138,60.27874333,1
5,2015,E. nilssonii,HYY1,Hyytiala,316,84,61.84478167,1
5,2015,E. nilssonii,HYY2,Hyytiala,392,8,61.84478167,1
5,2015,E. nilssonii,HYY3,Hyytiala,326,74,61.84478167,1
5,2015,E. nilssonii,KON2,Konnevesi,368,2,62.61605,1
5,2015,E. nilssonii,KON3,Konnevesi,309,61,62.61605,1
5,2015,E. nilssonii,LAM1,Lammi,429,0,61.05408333,1
5,2015,E. nilssonii,LAM2,Lammi,395,34,61.05408333,1
5,2015,E. nilssonii,LAM3,Lammi,391,38,61.05408333,1
5,2015,E. nilssonii,OUL1,Oulanka,31,2,66.37026833,1
5,2015,E. nilssonii,OUL2,Oulanka,33,0,66.37026833,1
5,2015,E. nilssonii,OUL3,Oulanka,33,0,66.37026833,1
5,2015,E. nilssonii,OYO1,Oulu,196,24,65.05938167,1
5,2015,E. nilssonii,SEI1,Seili,376,80,60.23959333,1
5,2015,E. nilssonii,SEI2,Seili,453,3,60.23959333,1
5,2015,E. nilssonii,SEI3,Seili,193,263,60.23959333,1
5,2015,E. nilssonii,TVA1,Tvarminne,399,69,59.84394167,1
5,2015,E. nilssonii,TVA2,Tvarminne,369,99,59.84394167,1
5,2015,E. nilssonii,TVA3,Tvarminne,414,54,59.84394167,1
5,2015,Myotis sp.,HUS1,Huso,436,18,60.27874333,1
5,2015,Myotis sp.,HUS2,Huso,246,84,60.27874333,1
5,2015,Myotis sp.,HUS3,Huso,433,21,60.27874333,1
5,2015,Myotis sp.,HYY1,Hyytiala,388,12,61.84478167,1
5,2015,Myotis sp.,HYY2,Hyytiala,393,7,61.84478167,1
5,2015,Myotis sp.,HYY3,Hyytiala,313,87,61.84478167,1
5,2015,Myotis sp.,KON2,Konnevesi,349,21,62.61605,1
5,2015,Myotis sp.,KON3,Konnevesi,353,17,62.61605,1
5,2015,Myotis sp.,LAM1,Lammi,363,66,61.05408333,1
5,2015,Myotis sp.,LAM2,Lammi,413,16,61.05408333,1
5,2015,Myotis sp.,LAM3,Lammi,331,98,61.05408333,1
5,2015,Myotis sp.,OUL1,Oulanka,33,0,66.37026833,1
5,2015,Myotis sp.,OUL2,Oulanka,33,0,66.37026833,1
5,2015,Myotis sp.,OUL3,Oulanka,33,0,66.37026833,1
5,2015,Myotis sp.,OYO1,Oulu,220,0,65.05938167,1
5,2015,Myotis sp.,SEI1,Seili,328,128,60.23959333,1
5,2015,Myotis sp.,SEI2,Seili,219,237,60.23959333,1
5,2015,Myotis sp.,SEI3,Seili,428,28,60.23959333,1
5,2015,Myotis sp.,TVA1,Tvarminne,192,276,59.84394167,1
5,2015,Myotis sp.,TVA2,Tvarminne,233,235,59.84394167,1
5,2015,Myotis sp.,TVA3,Tvarminne,267,201,59.84394167,1
5,2015,P. nathusii,HUS1,Huso,365,89,60.27874333,1
5,2015,P. nathusii,HUS2,Huso,311,19,60.27874333,1
5,2015,P. nathusii,HUS3,Huso,421,33,60.27874333,1
5,2015,P. nathusii,HYY1,Hyytiala,400,0,61.84478167,1
5,2015,P. nathusii,HYY2,Hyytiala,400,0,61.84478167,1
5,2015,P. nathusii,HYY3,Hyytiala,400,0,61.84478167,1
5,2015,P. nathusii,KON2,Konnevesi,370,0,62.61605,1
5,2015,P. nathusii,KON3,Konnevesi,370,0,62.61605,1
5,2015,P. nathusii,LAM1,Lammi,429,0,61.05408333,1
5,2015,P. nathusii,LAM2,Lammi,429,0,61.05408333,1
5,2015,P. nathusii,LAM3,Lammi,429,0,61.05408333,1
5,2015,P. nathusii,OUL1,Oulanka,33,0,66.37026833,1
5,2015,P. nathusii,OUL2,Oulanka,33,0,66.37026833,1
5,2015,P. nathusii,OUL3,Oulanka,33,0,66.37026833,1
5,2015,P. nathusii,OYO1,Oulu,220,0,65.05938167,1
5,2015,P. nathusii,SEI1,Seili,456,0,60.23959333,1
5,2015,P. nathusii,SEI2,Seili,456,0,60.23959333,1
5,2015,P. nathusii,SEI3,Seili,453,3,60.23959333,1
5,2015,P. nathusii,TVA1,Tvarminne,460,8,59.84394167,1
5,2015,P. nathusii,TVA2,Tvarminne,441,27,59.84394167,1
5,2015,P. nathusii,TVA3,Tvarminne,463,5,59.84394167,1
5,2016,E. nilssonii,HUS1,Huso,197,259,60.27874333,1
5,2016,E. nilssonii,HUS2,Huso,416,40,60.27874333,1
5,2016,E. nilssonii,HUS3,Huso,301,155,60.27874333,1
5,2016,E. nilssonii,HYY1,Hyytiala,346,56,61.84478167,1
5,2016,E. nilssonii,HYY2,Hyytiala,398,4,61.84478167,1
5,2016,E. nilssonii,HYY3,Hyytiala,372,30,61.84478167,1
5,2016,E. nilssonii,KON2,Konnevesi,373,0,62.61605,1
5,2016,E. nilssonii,KON3,Konnevesi,91,11,62.61605,1
5,2016,E. nilssonii,LAM1,Lammi,430,0,61.05408333,1
5,2016,E. nilssonii,LAM2,Lammi,367,63,61.05408333,1
5,2016,E. nilssonii,LAM3,Lammi,381,49,61.05408333,1
5,2016,E. nilssonii,OUL1,Oulanka,23,19,66.37026833,1
5,2016,E. nilssonii,OUL2,Oulanka,32,10,66.37026833,1
5,2016,E. nilssonii,OUL3,Oulanka,41,1,66.37026833,1
5,2016,E. nilssonii,OYO1,Oulu,219,8,65.05938167,1
5,2016,E. nilssonii,SEI1,Seili,417,41,60.23959333,1
5,2016,E. nilssonii,SEI2,Seili,457,1,60.23959333,1
5,2016,E. nilssonii,SEI3,Seili,247,211,60.23959333,1
5,2016,E. nilssonii,TVA1,Tvarminne,373,97,59.84394167,1
5,2016,E. nilssonii,TVA2,Tvarminne,426,44,59.84394167,1
5,2016,E. nilssonii,TVA3,Tvarminne,448,22,59.84394167,1
5,2016,Myotis sp.,HUS1,Huso,439,17,60.27874333,1
5,2016,Myotis sp.,HUS2,Huso,303,153,60.27874333,1
5,2016,Myotis sp.,HUS3,Huso,424,32,60.27874333,1
5,2016,Myotis sp.,HYY1,Hyytiala,400,2,61.84478167,1
5,2016,Myotis sp.,HYY2,Hyytiala,381,21,61.84478167,1
5,2016,Myotis sp.,HYY3,Hyytiala,372,30,61.84478167,1
5,2016,Myotis sp.,KON2,Konnevesi,352,21,62.61605,1
5,2016,Myotis sp.,KON3,Konnevesi,100,2,62.61605,1
5,2016,Myotis sp.,LAM1,Lammi,415,15,61.05408333,1
5,2016,Myotis sp.,LAM2,Lammi,416,14,61.05408333,1
5,2016,Myotis sp.,LAM3,Lammi,241,189,61.05408333,1
5,2016,Myotis sp.,OUL1,Oulanka,42,0,66.37026833,1
5,2016,Myotis sp.,OUL2,Oulanka,42,0,66.37026833,1
5,2016,Myotis sp.,OUL3,Oulanka,42,0,66.37026833,1
5,2016,Myotis sp.,OYO1,Oulu,227,0,65.05938167,1
5,2016,Myotis sp.,SEI1,Seili,401,57,60.23959333,1
5,2016,Myotis sp.,SEI2,Seili,293,165,60.23959333,1
5,2016,Myotis sp.,SEI3,Seili,424,34,60.23959333,1
5,2016,Myotis sp.,TVA1,Tvarminne,265,205,59.84394167,1
5,2016,Myotis sp.,TVA2,Tvarminne,257,213,59.84394167,1
5,2016,Myotis sp.,TVA3,Tvarminne,405,65,59.84394167,1
5,2016,P. nathusii,HUS1,Huso,403,53,60.27874333,1
5,2016,P. nathusii,HUS2,Huso,455,1,60.27874333,1
5,2016,P. nathusii,HUS3,Huso,453,3,60.27874333,1
5,2016,P. nathusii,HYY1,Hyytiala,402,0,61.84478167,1
5,2016,P. nathusii,HYY2,Hyytiala,402,0,61.84478167,1
5,2016,P. nathusii,HYY3,Hyytiala,402,0,61.84478167,1
5,2016,P. nathusii,KON2,Konnevesi,373,0,62.61605,1
5,2016,P. nathusii,KON3,Konnevesi,102,0,62.61605,1
5,2016,P. nathusii,LAM1,Lammi,430,0,61.05408333,1
5,2016,P. nathusii,LAM2,Lammi,430,0,61.05408333,1
5,2016,P. nathusii,LAM3,Lammi,430,0,61.05408333,1
5,2016,P. nathusii,OUL1,Oulanka,42,0,66.37026833,1
5,2016,P. nathusii,OUL2,Oulanka,42,0,66.37026833,1
5,2016,P. nathusii,OUL3,Oulanka,42,0,66.37026833,1
5,2016,P. nathusii,OYO1,Oulu,227,0,65.05938167,1
5,2016,P. nathusii,SEI1,Seili,458,0,60.23959333,1
5,2016,P. nathusii,SEI2,Seili,458,0,60.23959333,1
5,2016,P. nathusii,SEI3,Seili,458,0,60.23959333,1
5,2016,P. nathusii,TVA1,Tvarminne,462,8,59.84394167,1
5,2016,P. nathusii,TVA2,Tvarminne,461,9,59.84394167,1
5,2016,P. nathusii,TVA3,Tvarminne,465,5,59.84394167,1
5,2017,E. nilssonii,HUS1,Huso,181,274,60.27874333,1
5,2017,E. nilssonii,HUS3,Huso,403,52,60.27874333,1
5,2017,E. nilssonii,HYY2,Hyytiala,372,29,61.84478167,1
5,2017,E. nilssonii,HYY3,Hyytiala,374,27,61.84478167,1
5,2017,E. nilssonii,KON1,Konnevesi,309,62,62.61605,1
5,2017,E. nilssonii,KON2,Konnevesi,368,3,62.61605,1
5,2017,E. nilssonii,SEI3,Seili,333,125,60.23959333,1
5,2017,Myotis sp.,HUS1,Huso,435,20,60.27874333,1
5,2017,Myotis sp.,HUS3,Huso,336,119,60.27874333,1
5,2017,Myotis sp.,HYY2,Hyytiala,384,17,61.84478167,1
5,2017,Myotis sp.,HYY3,Hyytiala,365,36,61.84478167,1
5,2017,Myotis sp.,KON1,Konnevesi,356,15,62.61605,1
5,2017,Myotis sp.,KON2,Konnevesi,361,10,62.61605,1
5,2017,Myotis sp.,SEI3,Seili,403,55,60.23959333,1
5,2017,P. nathusii,HUS1,Huso,401,54,60.27874333,1
5,2017,P. nathusii,HUS3,Huso,449,6,60.27874333,1
5,2017,P. nathusii,HYY2,Hyytiala,401,0,61.84478167,1
5,2017,P. nathusii,HYY3,Hyytiala,401,0,61.84478167,1
5,2017,P. nathusii,KON1,Konnevesi,371,0,62.61605,1
5,2017,P. nathusii,KON2,Konnevesi,371,0,62.61605,1
5,2017,P. nathusii,SEI3,Seili,458,0,60.23959333,1
5,2018,E. nilssonii,HUS1,Huso,184,271,60.27874333,2
5,2018,E. nilssonii,HUS3,Huso,154,301,60.27874333,2
5,2018,E. nilssonii,HYY2,Hyytiala,213,22,61.84478167,1
5,2018,E. nilssonii,HYY3,Hyytiala,394,7,61.84478167,1
5,2018,E. nilssonii,LAM1,Lammi,358,72,61.05408333,1
5,2018,E. nilssonii,LAM2,Lammi,125,22,61.05408333,1
5,2018,E. nilssonii,OUL1,Oulanka,34,0,66.37026833,1
5,2018,E. nilssonii,OUL2,Oulanka,34,0,66.37026833,1
5,2018,E. nilssonii,OYO3,Oulu,223,0,65.05938167,1
5,2018,E. nilssonii,SEI2,Seili,456,0,60.23959333,1
5,2018,E. nilssonii,TVA2,Tvarminne,361,11,59.84394167,1
5,2018,E. nilssonii,TVA3,Tvarminne,400,4,59.84394167,1
5,2018,Myotis sp.,HUS1,Huso,434,21,60.27874333,2
5,2018,Myotis sp.,HUS3,Huso,366,89,60.27874333,2
5,2018,Myotis sp.,HYY2,Hyytiala,215,20,61.84478167,1
5,2018,Myotis sp.,HYY3,Hyytiala,378,23,61.84478167,1
5,2018,Myotis sp.,LAM1,Lammi,261,169,61.05408333,1
5,2018,Myotis sp.,LAM2,Lammi,142,5,61.05408333,1
5,2018,Myotis sp.,OUL1,Oulanka,34,0,66.37026833,1
5,2018,Myotis sp.,OUL2,Oulanka,34,0,66.37026833,1
5,2018,Myotis sp.,OYO3,Oulu,223,0,65.05938167,1
5,2018,Myotis sp.,SEI2,Seili,305,151,60.23959333,1
5,2018,Myotis sp.,TVA2,Tvarminne,234,138,59.84394167,1
5,2018,Myotis sp.,TVA3,Tvarminne,297,107,59.84394167,1
5,2018,P. nathusii,HUS1,Huso,367,88,60.27874333,2
5,2018,P. nathusii,HUS3,Huso,375,80,60.27874333,2
5,2018,P. nathusii,HYY2,Hyytiala,235,0,61.84478167,1
5,2018,P. nathusii,HYY3,Hyytiala,401,0,61.84478167,1
5,2018,P. nathusii,LAM1,Lammi,430,0,61.05408333,1
5,2018,P. nathusii,LAM2,Lammi,147,0,61.05408333,1
5,2018,P. nathusii,OUL1,Oulanka,34,0,66.37026833,1
5,2018,P. nathusii,OUL2,Oulanka,34,0,66.37026833,1
5,2018,P. nathusii,OYO3,Oulu,223,0,65.05938167,1
5,2018,P. nathusii,SEI2,Seili,456,0,60.23959333,1
5,2018,P. nathusii,TVA2,Tvarminne,371,1,59.84394167,1
5,2018,P. nathusii,TVA3,Tvarminne,404,0,59.84394167,1
5,2019,E. nilssonii,HUS1,Huso,231,222,60.27874333,2
5,2019,E. nilssonii,HUS3,Huso,130,323,60.27874333,2
5,2019,E. nilssonii,HYY2,Hyytiala,367,33,61.84478167,1
5,2019,E. nilssonii,HYY3,Hyytiala,335,65,61.84478167,1
5,2019,E. nilssonii,KON1,Konnevesi,359,11,62.61605,1
5,2019,E. nilssonii,KON2,Konnevesi,233,137,62.61605,1
5,2019,E. nilssonii,LAM1,Lammi,260,169,61.05408333,1
5,2019,E. nilssonii,LAM2,Lammi,316,113,61.05408333,1
5,2019,E. nilssonii,OUL1,Oulanka,32,0,66.37026833,1
5,2019,E. nilssonii,OUL2,Oulanka,32,0,66.37026833,1
5,2019,E. nilssonii,OYO1,Oulu,165,55,65.05938167,1
5,2019,E. nilssonii,OYO3,Oulu,220,0,65.05938167,1
5,2019,E. nilssonii,SEI2,Seili,453,2,60.23959333,1
5,2019,E. nilssonii,SEI3,Seili,190,265,60.23959333,1
5,2019,E. nilssonii,TVA2,Tvarminne,275,60,59.84394167,1
5,2019,E. nilssonii,TVA3,Tvarminne,444,24,59.84394167,1
5,2019,Myotis sp.,HUS1,Huso,430,23,60.27874333,2
5,2019,Myotis sp.,HUS3,Huso,378,75,60.27874333,2
5,2019,Myotis sp.,HYY2,Hyytiala,375,25,61.84478167,1
5,2019,Myotis sp.,HYY3,Hyytiala,317,83,61.84478167,1
5,2019,Myotis sp.,KON1,Konnevesi,365,5,62.61605,1
5,2019,Myotis sp.,KON2,Konnevesi,337,33,62.61605,1
5,2019,Myotis sp.,LAM1,Lammi,268,161,61.05408333,1
5,2019,Myotis sp.,LAM2,Lammi,406,23,61.05408333,1
5,2019,Myotis sp.,OUL1,Oulanka,32,0,66.37026833,1
5,2019,Myotis sp.,OUL2,Oulanka,32,0,66.37026833,1
5,2019,Myotis sp.,OYO1,Oulu,220,0,65.05938167,1
5,2019,Myotis sp.,OYO3,Oulu,220,0,65.05938167,1
5,2019,Myotis sp.,SEI2,Seili,158,297,60.23959333,1
5,2019,Myotis sp.,SEI3,Seili,310,145,60.23959333,1
5,2019,Myotis sp.,TVA2,Tvarminne,142,193,59.84394167,1
5,2019,Myotis sp.,TVA3,Tvarminne,309,159,59.84394167,1
5,2019,P. nathusii,HUS1,Huso,376,77,60.27874333,2
5,2019,P. nathusii,HUS3,Huso,383,70,60.27874333,2
5,2019,P. nathusii,HYY2,Hyytiala,400,0,61.84478167,1
5,2019,P. nathusii,HYY3,Hyytiala,400,0,61.84478167,1
5,2019,P. nathusii,KON1,Konnevesi,370,0,62.61605,1
5,2019,P. nathusii,KON2,Konnevesi,370,0,62.61605,1
5,2019,P. nathusii,LAM1,Lammi,429,0,61.05408333,1
5,2019,P. nathusii,LAM2,Lammi,429,0,61.05408333,1
5,2019,P. nathusii,OUL1,Oulanka,32,0,66.37026833,1
5,2019,P. nathusii,OUL2,Oulanka,32,0,66.37026833,1
5,2019,P. nathusii,OYO1,Oulu,220,0,65.05938167,1
5,2019,P. nathusii,OYO3,Oulu,220,0,65.05938167,1
5,2019,P. nathusii,SEI2,Seili,455,0,60.23959333,1
5,2019,P. nathusii,SEI3,Seili,440,15,60.23959333,1
5,2019,P. nathusii,TVA2,Tvarminne,317,18,59.84394167,1
5,2019,P. nathusii,TVA3,Tvarminne,464,4,59.84394167,1
5,2020,E. nilssonii,HYY2,Hyytiala,380,22,61.84478167,1
5,2020,E. nilssonii,KON1,Konnevesi,345,28,62.61605,1
5,2020,E. nilssonii,KON2,Konnevesi,226,147,62.61605,1
5,2020,E. nilssonii,LAM1,Lammi,76,40,61.05408333,1
5,2020,E. nilssonii,LAM2,Lammi,298,132,61.05408333,1
5,2020,E. nilssonii,OUL1,Oulanka,42,0,66.37026833,1
5,2020,E. nilssonii,OUL2,Oulanka,42,0,66.37026833,1
5,2020,E. nilssonii,OYO3,Oulu,225,2,65.05938167,1
5,2020,E. nilssonii,SEI2,Seili,227,2,60.23959333,1
5,2020,E. nilssonii,SEI3,Seili,185,114,60.23959333,1
5,2020,E. nilssonii,TVA2,Tvarminne,330,140,59.84394167,1
5,2020,E. nilssonii,TVA3,Tvarminne,371,99,59.84394167,1
5,2020,Myotis sp.,HYY2,Hyytiala,354,48,61.84478167,1
5,2020,Myotis sp.,KON1,Konnevesi,340,33,62.61605,1
5,2020,Myotis sp.,KON2,Konnevesi,332,41,62.61605,1
5,2020,Myotis sp.,LAM1,Lammi,78,38,61.05408333,1
5,2020,Myotis sp.,LAM2,Lammi,406,24,61.05408333,1
5,2020,Myotis sp.,OUL1,Oulanka,42,0,66.37026833,1
5,2020,Myotis sp.,OUL2,Oulanka,42,0,66.37026833,1
5,2020,Myotis sp.,OYO3,Oulu,227,0,65.05938167,1
5,2020,Myotis sp.,SEI2,Seili,46,183,60.23959333,1
5,2020,Myotis sp.,SEI3,Seili,178,121,60.23959333,1
5,2020,Myotis sp.,TVA2,Tvarminne,192,278,59.84394167,1
5,2020,Myotis sp.,TVA3,Tvarminne,318,152,59.84394167,1
5,2020,P. nathusii,HYY2,Hyytiala,402,0,61.84478167,1
5,2020,P. nathusii,KON1,Konnevesi,373,0,62.61605,1
5,2020,P. nathusii,KON2,Konnevesi,373,0,62.61605,1
5,2020,P. nathusii,LAM1,Lammi,116,0,61.05408333,1
5,2020,P. nathusii,LAM2,Lammi,430,0,61.05408333,1
5,2020,P. nathusii,OUL1,Oulanka,42,0,66.37026833,1
5,2020,P. nathusii,OUL2,Oulanka,42,0,66.37026833,1
5,2020,P. nathusii,OYO3,Oulu,227,0,65.05938167,1
5,2020,P. nathusii,SEI2,Seili,229,0,60.23959333,1
5,2020,P. nathusii,SEI3,Seili,294,5,60.23959333,1
5,2020,P. nathusii,TVA2,Tvarminne,448,22,59.84394167,1
5,2020,P. nathusii,TVA3,Tvarminne,465,5,59.84394167,1
5,2021,E. nilssonii,HUS1,Huso,102,0,60.27874333,2
5,2021,E. nilssonii,HUS2,Huso,130,325,60.27874333,2
5,2021,E. nilssonii,HYY2,Hyytiala,392,9,61.84478167,1
5,2021,E. nilssonii,HYY3,Hyytiala,246,155,61.84478167,1
5,2021,E. nilssonii,KON1,Konnevesi,371,0,62.61605,1
5,2021,E. nilssonii,KON2,Konnevesi,265,106,62.61605,1
5,2021,E. nilssonii,LAM1,Lammi,248,182,61.05408333,1
5,2021,E. nilssonii,LAM2,Lammi,289,141,61.05408333,1
5,2021,E. nilssonii,OUL1,Oulanka,36,0,66.37026833,1
5,2021,E. nilssonii,OUL2,Oulanka,41,0,66.37026833,1
5,2021,E. nilssonii,SEI2,Seili,216,242,60.23959333,1
5,2021,E. nilssonii,SEI3,Seili,452,6,60.23959333,1
5,2021,E. nilssonii,TVA2,Tvarminne,374,95,59.84394167,1
5,2021,E. nilssonii,TVA3,Tvarminne,434,35,59.84394167,1
5,2021,Myotis sp.,HUS1,Huso,102,0,60.27874333,2
5,2021,Myotis sp.,HUS2,Huso,277,178,60.27874333,2
5,2021,Myotis sp.,HYY2,Hyytiala,372,29,61.84478167,1
5,2021,Myotis sp.,HYY3,Hyytiala,342,59,61.84478167,1
5,2021,Myotis sp.,KON1,Konnevesi,367,4,62.61605,1
5,2021,Myotis sp.,KON2,Konnevesi,355,16,62.61605,1
5,2021,Myotis sp.,LAM1,Lammi,245,185,61.05408333,1
5,2021,Myotis sp.,LAM2,Lammi,403,27,61.05408333,1
5,2021,Myotis sp.,OUL1,Oulanka,36,0,66.37026833,1
5,2021,Myotis sp.,OUL2,Oulanka,41,0,66.37026833,1
5,2021,Myotis sp.,SEI2,Seili,241,217,60.23959333,1
5,2021,Myotis sp.,SEI3,Seili,182,276,60.23959333,1
5,2021,Myotis sp.,TVA2,Tvarminne,255,214,59.84394167,1
5,2021,Myotis sp.,TVA3,Tvarminne,439,30,59.84394167,1
5,2021,P. nathusii,HUS1,Huso,102,0,60.27874333,2
5,2021,P. nathusii,HUS2,Huso,366,89,60.27874333,2
5,2021,P. nathusii,HYY2,Hyytiala,401,0,61.84478167,1
5,2021,P. nathusii,HYY3,Hyytiala,401,0,61.84478167,1
5,2021,P. nathusii,KON1,Konnevesi,371,0,62.61605,1
5,2021,P. nathusii,KON2,Konnevesi,371,0,62.61605,1
5,2021,P. nathusii,LAM1,Lammi,430,0,61.05408333,1
5,2021,P. nathusii,LAM2,Lammi,430,0,61.05408333,1
5,2021,P. nathusii,OUL1,Oulanka,36,0,66.37026833,1
5,2021,P. nathusii,OUL2,Oulanka,41,0,66.37026833,1
5,2021,P. nathusii,SEI2,Seili,417,41,60.23959333,1
5,2021,P. nathusii,SEI3,Seili,458,0,60.23959333,1
5,2021,P. nathusii,TVA2,Tvarminne,431,38,59.84394167,1
